author id,created_at,geo,id,lang,like_count,quote_count,reply_count,retweet_count,source,tweet
883604197446479872,2021-09-26 07:25:49+00:00, ,1442027614458327041,ru,0,0,0,3,Twitter Web App,"RT @lesserguardian: Мммм, ясно. Позвоню в Мончегорск, обрадую родителей, у них вон какой освежитель воздуха стоит у города. Всё для белого…"
1371172902599544832,2021-09-26 07:25:41+00:00, ,1442027579591086081,ru,3,0,1,0,Twitter for Android,@KorroziaZhopy ворованный воздух мой мужик.
1371172902599544832,2021-09-26 07:25:30+00:00, ,1442027533608833026,ru,0,0,0,2,Twitter for Android,"RT @KorroziaZhopy: Да кто этот ваш антидепрессант, что за ученик ворованного воздуха???"
1306974775626076162,2021-09-26 07:25:08+00:00, ,1442027443116822531,ru,0,0,0,1,Twitter Web App,"RT @smailik879: Классическое бабье лето-это особая история,когда отрог выс. давления простирается от Азорского антициклона через юго-западн…"
1205834581221527553,2021-09-26 07:21:44+00:00, ,1442026585834418180,ru,0,0,0,9,Twitter for Android,"RT @veskii4571: Воздух пахнет осенними листьями 
Вперемежку с озоном дождя…

Художник Владимир Игоревич Панич https://t.co/93RNCe8mMd"
1397804471611187201,2021-09-26 07:19:12+00:00, ,1442025949583880192,ru,3,0,1,0,Twitter for Android,"Утречка) 
Прости, я вчера весь день провёл за видеоиграми и не поинтересовался, как у тебя дела😥
Как проходят твои выходные? Ты хорошо спишь? Вовремя кушаешь? А на воздух выходишь? https://t.co/xutB5Vh8km"
771820890,2021-09-26 07:15:16+00:00, ,1442024961355431936,ru,0,0,0,2,Twitter for Android,"RT @Politprivet: Безмятежна осенняя даль,
Воздух свеж и прозрачно- хрустален.
Солнце начало ниже летать
По слегка побледневшему небу... (А.…"
2868981040,2021-09-26 07:12:56+00:00, ,1442024373284532229,ru,0,0,1,0,Twitter Web App,"@natbes не колитесь, россияне, не  колитесь - чище воздух без вас будет"
4060341825,2021-09-26 07:10:07+00:00, ,1442023661918203904,ru,0,0,0,0,spartakolog.ru,📷 «За воздух некстати зацепился одною из ласт». Актёр Назаров спел о «Спартаке» и Дзюбе #спартак https://t.co/eh6uyJWksz https://t.co/ZteEJ1Y3ad
2462817780,2021-09-26 07:09:01+00:00, ,1442023386322980866,ru,0,0,0,0,Jenkers Rus Posting,За воздух некстати зацепился одною из ласт. Актёр #Назаров спел о #Спартак'е и #Дзюбе https://t.co/w54CzG9I1p https://t.co/iuAs7zEoHu
2708629940,2021-09-26 07:06:45+00:00, ,1442022817147596803,ru,0,0,0,21,Twitter Web App,"RT @Pers0naGrata: Народ нищает. Это выгодно власти; нищих легче купить; прошедшие выборы тому свидетельство.
Некоторые считают аскетизм эта…"
1195260546616049664,2021-09-26 07:06:23+00:00, ,1442022722431639556,ru,0,0,0,1,Twitter for iPhone,"RT @kaktus__media: Время офигительных историй: сегодня в Узгене во время свадьбы друг жениха стрелял в воздух из автомата, сам автомат прин…"
110348841,2021-09-26 07:06:21+00:00, ,1442022713657266178,ru,2,0,0,0,Twitter for Android,"@AvdNestor @pashapankov100 Можно повесить вентилятор, он будет разгонять теплый воздух."
372911423,2021-09-26 07:05:07+00:00, ,1442022405560356870,ru,0,0,0,21,Twitter for Android,"RT @Pers0naGrata: Народ нищает. Это выгодно власти; нищих легче купить; прошедшие выборы тому свидетельство.
Некоторые считают аскетизм эта…"
557770711,2021-09-26 07:04:29+00:00, ,1442022244604121089,ru,118,0,5,21,Twitter Web App,"Народ нищает. Это выгодно власти; нищих легче купить; прошедшие выборы тому свидетельство.
Некоторые считают аскетизм этакой доблестью и духовной скрепой и объявляют борьбу ""потреблядству"".
На самом деле, покупки - кровь и воздух для экономики. 👇"
540058318,2021-09-26 07:03:06+00:00, ,1442021896405622785,ru,1,0,0,0,Twitter Web App,"@ZaurAxmedov10 Помню отрывок из книги- приманкой была утка привязанная на прочной тонкой леске, и когда её подняли в воздух какой то мудак дёрнул эту леску, а сокол никогда не промахивающийся разбился в своём последнем полёте, и без шутки ""птичку- жалко""😱😢🦅🌥️"
1211259302515621888,2021-09-26 07:02:57+00:00, ,1442021859290062849,ru,0,0,0,0,Twitter Web App,"@TNT_Online молодцы, теперь их всех к идраку отправить плацкартными вагонами, что бы в России воздух был чище. https://t.co/80RR6dB3Wn"
898993161082679296,2021-09-26 07:01:57+00:00, ,1442021609641029635,ru,4,0,1,0,Twitter for Android,"Я видела это только на книгах и в интернете, а теперь увидела своими глазами и офигела. Слишком шикарный вид, а воздух просто кайф. Обожаю природу😫💔"
1092745135715246081,2021-09-26 07:01:22+00:00, ,1442021459849846784,ru,0,0,0,0,NovaPress,"Синоптики спрогнозировали погоду в Псковской области в октябре
По прогнозу синоптиков, в Псковской области среднемесячная температура воздуха в октябре ожидается в пределах нормы
https://t.co/RaODxTJDAf
#псков https://t.co/Mx8GkomZGs"
825110060816809984,2021-09-26 07:01:10+00:00, ,1442021412462530562,ru,0,0,1,0,Twitter for iPhone,"@changeyrways всегда открыто окно потому что это 
а) свежий воздух
б) есть такая вещь как комната на солнечной стороне без балкона где с отоплением становится душно и можно упасть в обморок
одеяло одно все комфи:/"
890511971736580096,2021-09-26 06:59:25+00:00, ,1442020972522098691,ru,0,0,0,0,Twitter Web App,"🌿🍂 Каблучки обула - настроенье подняла!..
Все на свежий воздух , пока позволяет погода ! https://t.co/7XODUo7MsN"
566130046,2021-09-26 06:57:46+00:00, ,1442020554660319234,ru,0,0,0,9,Twitter for Android,"RT @veskii4571: Воздух пахнет осенними листьями 
Вперемежку с озоном дождя…

Художник Владимир Игоревич Панич https://t.co/93RNCe8mMd"
1712630977,2021-09-26 06:57:01+00:00, ,1442020368508604417,ru,2,0,0,0,Twitter Web App,"По словам Пескова, это «обычный отдых: тайга, горы, прогулки, свежий воздух и так далее».
https://t.co/S3IyBb4MHS"
1320833973845741571,2021-09-26 06:57:01+00:00, ,1442020364586913800,ru,2,0,1,1,Twitter Web App,"@YAVADV @RiwskiGeralt @dimsmirnov175 Панели производятся из стеклокерамики и металла, а ТЭН не имеет ограничений эксплуатационного срока т.е. он вечный, чему там гореть ? 
Особенность таких обогревателей, они греют не воздух а предметы интерьера."
1150409285765087233,2021-09-26 06:56:23+00:00, ,1442020208739160065,ru,198,0,1,1,Twitter for iPhone,"Сережа старается объяснить Олегу интегралы, разбирая на примерах из учебника.

— Все понял?
— Ага.

Олег даже не знает, про что Сережа говорил, потому что все это время представлял, как мягко коснется губ Разумовского своими губами и будет целовать, пока есть воздух.

#сероволк"
818786505984450560,2021-09-26 06:55:37+00:00, ,1442020013569974276,ru,0,0,0,0,Twitter Web App,"классно, теперь еще и кондиционер просто перестал греть воздух.
ДОРОГОЙ, Я ПОНИМАЮ ЧТО ТЫ УСТАЛ, Я ТОЖЕ УСТАЛА, МНЕ ТОЖЕ ПИЗДОС ХУЕВО, НО МОЖНО МНЕ ХОТЯ БЫ БУДЕТ БЛЯДЬ НЕ ХОЛОДНО"
3204570285,2021-09-26 06:55:36+00:00, ,1442020010906488832,ru,5,0,0,2,Twitter Web App,"Безмятежна осенняя даль,
Воздух свеж и прозрачно- хрустален.
Солнце начало ниже летать
По слегка побледневшему небу... (А.Сажин) https://t.co/FEw4nyN08X"
1245407989554720779,2021-09-26 06:52:06+00:00, ,1442019128982708227,ru,1,0,0,0,Twitter for Android,"Блин хочется радоваться потому что на улице солнце и из она дует приятный весенний воздух но я не могу 
Ненавижу это состояние..."
753996277671755776,2021-09-26 06:50:59+00:00, ,1442018847515713536,ru,0,0,0,5,Twitter for Android,"RT @BaronHieronymus: О чём я думаю? О падающих звёздах... Гляди, вон там одна, беззвучная, как дух, алмазною стезей прорезывает воздух и во…"
2580188875,2021-09-26 06:50:11+00:00, ,1442018644968366081,ru,0,0,0,2,Twitter for Android,"RT @DD_strange_: @maxdestructionn Само кога се мешаме со битолчани, не ми се диши ист воздух со нив."
246121628,2021-09-26 06:48:01+00:00, ,1442018099692179456,ru,0,0,0,0,Новости Москвы,"Синоптики рассказали о погоде в Москве в воскресенье: Облачная погода и кратковременный дождь ожидают москвичей в воскресенье, воздух прогреется... https://t.co/1XJUkwDPXq"
876352838103953408,2021-09-26 06:43:13+00:00, ,1442016894156873734,ru,0,0,0,15,Twitter for iPhone,"RT @Livotovas: Хотите сказать, некоторые не открывают с утра все окна в доме, чтобы заморозиться, но зато впустить свежий воздух…"
357468982,2021-09-26 06:41:12+00:00, ,1442016385358512128,ru,0,0,0,0,NovaPress,"Синоптики предупреждают о минусовых температурах в Башкирии
С конца сентября температура воздуха в Башкирии начнет неуклонно снижаться. Об этом свидетельствуют расчеты Башгидрометцентра. https://t.co/GyFM8DwUZZ https://t.co/buYNYYInVM"
1386847639,2021-09-26 06:40:23+00:00, ,1442016180210896899,ru,0,0,0,0,NovaPress,"С конца сентября температура воздуха в Башкирии начнет неуклонно снижаться. Об этом свидетельствуют расчеты Башгидрометцентра. 
https://t.co/upmdvKdtTJ https://t.co/kBU8Shg6oa"
2231248505,2021-09-26 06:40:05+00:00, ,1442016105472663554,ru,0,0,0,0,Twitter for Android,"@15mCCQ8w121TeI8 @G_Zyuganov А дальше со своей предательской и трусливой номенклатурой продолжит сотрясать воздух, рассказывать о чудодейственных программах и про народные предприятия"
1263725220009070592,2021-09-26 06:36:47+00:00, ,1442015275272990721,ru,0,0,0,0,Twitter for Android,"@_nmdiana Почему-то половина пачки чипсов со вкусом воздуха,а не чипсов"
3154010949,2021-09-26 06:36:17+00:00, ,1442015149011898368,ru,0,0,0,3,Twitter for Android,"RT @helenhelen77: Скоро уйдут дожди,  и мы опять станем свидетелями ежегодного октябрьского чуда. Я так жду всегда: краски деревьев, шуршан…"
2928477395,2021-09-26 06:34:04+00:00, ,1442014592306192384,ru,1,0,0,0,Twitter Web App,"🍂Доброе воскресное утро, друзья!

☔В Озёрах сегодня пасмурно и дождливо.
🌡К середине дня воздух прогреется до +10 градусов.
🌬️Ветер северо-западный 6-8 м/с с порывами до 12 м/с.

🍂Всем хорошего дня и отличного настроения!

#МоиОзёры https://t.co/8wZVV2EzqM"
1360207866184028162,2021-09-26 06:34:01+00:00, ,1442014579735760898,ru,0,0,0,2,Twitter Web App,RT @d5SayyUAL0rLSBL: Опубликованы кадры отдыха Владимира Путина в начале сентября в Сибири. В тайге он находился вместе с министром обороны…
1436201293446631426,2021-09-26 06:27:31+00:00, ,1442012942472466432,ru,2,0,1,0,Twitter Web App,"@sherlockkkkk_h *Прикрыл глаза, немного углубляя поцелуй, ложа одну руку на шею Холмсу и чувствуя его сердцебиение,но Шерлок тоже мог чувствовать, как сердце Джима также бешено колотиться, вскоре, воздух в легких кончился и пришлось отстранится, переводя дыхание, на губах у Мориарти была улыбка*"
1273290650654511106,2021-09-26 06:27:23+00:00, ,1442012911216603136,ru,0,0,0,0,NovaPress,"В воскресенье на юге Курземе до +18 С  https://t.co/dxl02y5O5G

В воскресенье максимальная температура воздуха в Латвии ожидается от +12 градусов на востоке страны до +18 градусов на юге Курземе, прогнозируют синоптики. https://t.co/2Qq18bmjcy"
2825555106,2021-09-26 06:22:02+00:00, ,1442011563599269889,ru,0,0,0,0,ContentPosting,"Погода на Ямале 26 сентября: воздух прогреется до +8 градусов

Утром ожидается туман
https://t.co/VpfZKIsvTM"
1253993692945416197,2021-09-26 06:21:55+00:00, ,1442011534121738242,ru,0,0,0,13,Twitter for Android,"RT @jistkptup: ты выходишь из зала, сжимая спортивную сумку в руке сильнее, когда чувствуешь как холодный воздух ударяется о кожу.
- ура, м…"
212972473,2021-09-26 06:21:20+00:00, ,1442011386142285825,ru,0,0,0,31,Twitter for iPhone,"RT @_shtorrrka: еще на арене поймала себя на мысли, что в последний раз ТАКОЕ было после гейши на капе-19. вот когда, знаете, весь зал дыши…"
1312643343818596352,2021-09-26 06:21:16+00:00,1aff60a7a685ad11,1442011371902697473,ru,2,0,1,0,Twitter for Android,"@_Niura_Y Отличной прогулки! Свежий воздух - это то, что надо для восстановления сил. Представляю, как красиво в осеннем лесу! 💖💖💖💖💖"
2825555106,2021-09-26 06:20:50+00:00, ,1442011259574972420,ru,0,0,0,0,NovaPress,Погода на Ямале 26 сентября: воздух прогреется до +8 градусов https://t.co/CjEhk6Zhwi https://t.co/etHbe1lfnu
1236224666483724288,2021-09-26 06:18:34+00:00, ,1442010688453443584,ru,2,0,1,0,Twitter for Android,@svetaychik @bulavka57 Любовь - это свежий воздух для души! ☝️😙
1112108190047653888,2021-09-26 06:17:14+00:00, ,1442010355123826688,ru,2,0,1,0,Twitter for iPhone,"@Vladimir67arius @bulavka57 Свежий воздух - это прекрасно ! Мне сегодня вот нужно выбраться по магазинам и с нашей погодой не знаешь ,что надевать ?! Кто ещё в шлепках ,а кто-то уже и в сапогах .
Да,любить это прекрасно ! Люби,не бойся !"
1380780177953800193,2021-09-26 06:16:43+00:00, ,1442010226786553857,ru,0,0,0,0,Twitter Web App,"На Международной космической станции (МКС) нашли новую трещину в российском модуле «Звезда», приведшую к утечке воздуха, следует из переговоров космонавтов с Землей. Об этом сообщает РИА Новости

https://t.co/QwsGEolDMX

519."
1342801908831055875,2021-09-26 06:16:04+00:00, ,1442010060880707584,ru,1,0,1,0,Twitter for Android,@I_zaebalsa_blya у меня все просто я думала он булочка 🤷🏻‍♀ а он воздух трахает и нас всех заодно
1034329926944612352,2021-09-26 06:14:55+00:00, ,1442009772023115780,ru,1,0,1,0,Twitter Web App,"@lion4u_ Мы даже не успели ничего понять.Потом побежала мимо нас в кухню,схватила освежитель воздуха,стала брызгать на раковину,и стонать.Потом пробежала мимо нас опять,схватила телефон,стала кому то звонить,жаловаться,рыдать,канючить....
Всё это произошло минуты за 3."
3433300905,2021-09-26 06:13:25+00:00, ,1442009394066120706,ru,0,0,0,0,Twitter Web App,"@ascherbach @RUjNZ4XGd1IrGp2 @kaucarija Подкрепления в 1941 году появлялись из воздуха? Представляешь, они пешком на Запад шли, через деревню где родился Есенин. Что бы помочь обороняющимся товарищам. Погон тогда не носили. Петлички."
1188720442128945152,2021-09-26 06:12:14+00:00, ,1442009096736034821,ru,1,0,0,0,Twitter for Android,@rmrqSq2LGRDo0d8 А дальше воздух вышел или пшик)))
1384174526817193984,2021-09-26 06:11:16+00:00, ,1442008853390839809,ru,1,0,1,0,Twitter for Android,"@Katyakremlebot Я такого никогда не видела. Вот просто их было столько, что в прямом смысле воздух звенел. Включаешь фонарик, чтоб прикормку налепить на пружины - и всё. Ты человек в комариной маске. И перчатках из комаров."
716905466039824384,2021-09-26 06:10:52+00:00, ,1442008752526352385,ru,0,0,1,0,Twitter for Android,"если я вода, то я чувствую, что меня заморозили

если я огонь, то я чувствую, что меня потушили

если я воздух, то я чувствую, что во мне частички тяжелых газов

если я земля, то я чувствую, что меня осушила засуха"
1244167054900498433,2021-09-26 06:08:06+00:00, ,1442008055772848128,ru,17,0,2,2,Twitter Web App,"Опубликованы кадры отдыха Владимира Путина в начале сентября в Сибири. В тайге он находился вместе с министром обороны Сергеем Шойгу.

«Это обычный отдых: тайга, горы, прогулки, свежий воздух и так далее» — так охарактеризовал отпуск президента Песков

https://t.co/GFAvYzCuNK"
1167088019171610625,2021-09-26 06:06:58+00:00, ,1442007769834471426,ru,11,0,0,0,Twitter for iPhone,тот факт что у моих мью температура воздуха днем ниже чем у меня ночью💀💀💀💀
1106803299032989696,2021-09-26 06:06:49+00:00, ,1442007732299747328,ru,0,0,0,31,Twitter Web App,"RT @_shtorrrka: еще на арене поймала себя на мысли, что в последний раз ТАКОЕ было после гейши на капе-19. вот когда, знаете, весь зал дыши…"
1431489091917524994,2021-09-26 06:05:57+00:00, ,1442007514019733506,ru,0,0,0,31,Twitter Web App,"RT @_shtorrrka: еще на арене поймала себя на мысли, что в последний раз ТАКОЕ было после гейши на капе-19. вот когда, знаете, весь зал дыши…"
1734067356,2021-09-26 06:03:45+00:00, ,1442006960707149831,ru,0,0,0,0,Postmypost,"“Бабье лето” скоро всё же наступит. Синоптики предполагают, что ждать кратковременного потепления осталось недолго. Уже в среду небо прояснится, станет солнечно и сухо. Дневная температура воздуха в течение нескольких дней будет достигать 13-15 градусов тепла."
1197492479135797248,2021-09-26 06:03:37+00:00, ,1442006928255856641,ru,0,0,0,0,Twitter for Android,"@poteryashka2007 Неестественный отбор 😉😭🤮😰
Да и всё равно только сотрясение воздуха..."
2323599054,2021-09-26 06:01:55+00:00, ,1442006499287515138,ru,37,0,0,9,Twitter for iPhone,"Воздух пахнет осенними листьями 
Вперемежку с озоном дождя…

Художник Владимир Игоревич Панич https://t.co/93RNCe8mMd"
477296493,2021-09-26 05:59:51+00:00, ,1442005979579633664,ru,0,0,0,0,IFTTT,"#Омск сейчас: снова облачно, температура воздуха 4°C. #погода"
775635361,2021-09-26 05:55:42+00:00, ,1442004937454522369,ru,0,0,0,0,Twitter Web App,В Анапе сегодня воздух прогреется до +21 — Новости Анапы https://t.co/vlWwZh6uDk
992522023753699328,2021-09-26 05:53:37+00:00, ,1442004412180811780,ru,0,0,0,31,Twitter for Android,"RT @_shtorrrka: еще на арене поймала себя на мысли, что в последний раз ТАКОЕ было после гейши на капе-19. вот когда, знаете, весь зал дыши…"
1107532100469735424,2021-09-26 05:52:25+00:00, ,1442004110836912128,ru,0,0,0,31,Twitter for iPhone,"RT @_shtorrrka: еще на арене поймала себя на мысли, что в последний раз ТАКОЕ было после гейши на капе-19. вот когда, знаете, весь зал дыши…"
3237141944,2021-09-26 05:51:41+00:00, ,1442003926614560771,ru,20,2,0,0,Twitter for iPhone,"иногда думаю что я самая рассеянная оказывается нет
соседка рассказала как она в апреле взяла в кредит двенашку про макс проходила с ним три месяца а потом потеряла в автобусе 
сейчас выплачивает кредит за воздух 
тяжело"
1033094666,2021-09-26 05:51:13+00:00, ,1442003805533523970,ru,11,0,1,0,Twitter Web App,"теплое облачко в стылый воздух каменного помещения, облизывает пересохшие губы, поджимает их призывно. Артур откликается мгновенно, и они целуются цепко и требовательно, пробуя на вкус, и Саша млеет от прикосновений везде: губы, шея, низ живота, ноющий член с почти багровой"
1293992724673245184,2021-09-26 05:44:54+00:00, ,1442002218585137154,ru,0,0,0,31,Twitter for iPhone,"RT @_shtorrrka: еще на арене поймала себя на мысли, что в последний раз ТАКОЕ было после гейши на капе-19. вот когда, знаете, весь зал дыши…"
1033094666,2021-09-26 05:43:32+00:00, ,1442001871879684098,ru,15,0,1,0,Twitter Web App,"поднимается неназванное, бездонное.

Саша сам шагает навстречу бездне.

Подхватывает Артура под бедра, впивается пальцами в упругую плоть, вздергивает в воздух и прижимает к стене, выбивая дыхание. Чуть помогает себе устоять броней в районе голеностопа, но в остальном действует"
1033094666,2021-09-26 05:43:30+00:00, ,1442001866464841734,ru,14,0,1,0,Twitter Web App,"живот, суховатые перекаты мышц, аккуратные соски. Горло сжимает болезненно – ни вдохнуть ни выдохнуть нормально, так что приходится судорожно втягивать в себя воздух. Артур не торопит, лишь оглаживает лопатки, скользит по бокам, под футболку, коротко остриженными ногтями"
2897373563,2021-09-26 05:35:50+00:00, ,1441999937441570821,ru,0,0,0,2,Twitter for iPhone,"RT @Dmitriy33015540: Всех на Калыму !
Там воздух чище !"
1177558648404545536,2021-09-26 05:33:13+00:00, ,1441999277237100545,ru,0,0,0,1,Twitter for Android,RT @H67Fba4rSgr6SOi: Здравствуйте уважаемые друзья я изобрёл как вода горит как угль и ракета летит без огня зади ракеты иишо автомобил лет…
1177558648404545536,2021-09-26 05:32:48+00:00,56ac89b367a68a34,1441999172467519489,ru,1,0,0,1,Twitter for Android,Здравствуйте уважаемые друзья я изобрёл как вода горит как угль и ракета летит без огня зади ракеты иишо автомобил летает и от воздуха как получит электро энергии друзя я  почти мертвый человек не хочу быт таким помогите пожалуста друзя мой телефон+996   0707  52 42 17 Кенешбек .
429966897,2021-09-26 05:31:49+00:00, ,1441998925469257728,ru,0,0,0,1,Twitter for Android,"RT @Vamperotix: Нашла фото родных пизденéй, сделанное ещё моим дедом.
Кусты закрывают окно кабинета, где работала моя мама, над еë окном на…"
1089061560407019520,2021-09-26 05:29:47+00:00, ,1441998415542456327,ru,0,0,0,7,Twitter for iPhone,"RT @mfiaray: @poteryashka2007 Рвется обычно не там, где тонко
Воздуха больше с открытыми окнами
Ездить быстро, слушать музыку громко
Небо -…"
914518036626968577,2021-09-28 08:02:52+00:00, ,1442761714102116352,ru,1,0,0,0,Twitter for Android,"Вот реально, я иду всегда быстро, мне нужно много воздуха, а в итоге я вдыхаю чужой дым или пар, так что горло забивает"
2364094044,2021-09-28 08:00:18+00:00, ,1442761069752197123,ru,0,0,0,0,NovaPress,"Воздух в Заволжье загрязняет «Вторчермет» 

https://t.co/i3oTfPer7J https://t.co/L6uly5G81F"
1434578796884205569,2021-09-28 08:00:05+00:00, ,1442761014945140741,ru,1,0,0,0,Twitter for Android,"Почему в электричках нет нормального обогревателя? Да, теплее чем на улице, но все равно холодно... Такое чувство, что кондиционер включён, потому что чувствую прохладный воздух..."
1148891763056271360,2021-09-28 07:59:25+00:00, ,1442760846929801216,ru,0,0,0,43,Twitter for Android,"RT @poteryashka2007: Опять взрыв газа, на этот раз в частном доме в Махачкале. Пострадало 5 человек, 2 в тяжёлом состоянии в реанимации. Я…"
477296493,2021-09-28 07:59:24+00:00, ,1442760842295103488,ru,0,0,0,0,IFTTT,"#Омск сейчас: снова облачно, температура воздуха 8°C. #погода"
2534948102,2021-09-28 07:55:38+00:00, ,1442759894860455936,ru,0,0,1,0,Twitter Web App,"@111dot11 Ну странно, кстати! В Кемерово воздух тоже грязный. Видимо, там была другая вода, хз..."
